Customer_ID,Campaign_Name,Campaign_Channel,Funnel_Stage,Date,Impressions,Clicks,Website_Visits,Leads_Generated,Sign_Ups,Add_To_Cart,Purchases,Revenue,Ad_Spend,Cost_Per_Click,Conversion_Rate,ROI,Customer_Segment,Device,Region
CUST1181,Email Campaign,Google,Interest,14-06-2024,9974,1441,1073,413,149,47,9,795.9,2376.98,1.65,0.62,-66.52,Premium,Mobile,South
CUST1182,Social Media,Email,Consideration,07-09-2024,40794,1256,1101,300,79,29,13,5970.25,4121.61,3.28,1.04,44.85,Premium,Mobile,North
CUST1183,SEO,YouTube,Interest,10-01-2024,22459,1528,911,188,86,39,10,1371.31,3111.25,2.04,0.65,-55.92,Returning,Mobile,East
CUST1184,Referral Program,Email,Consideration,27-02-2024,6030,132,72,24,14,9,2,474.66,4177.6,31.65,1.52,-88.64,Premium,Tablet,South
CUST1185,PPC Ads,YouTube,Consideration,04-07-2024,29820,4459,2581,452,192,68,28,7055.53,2520.66,0.57,0.63,179.91,New,Tablet,East
CUST1186,SEO,Google,Awareness,06-06-2024,4248,341,291,78,37,22,6,1917.33,680.46,2.0,1.76,181.77,New,Tablet,East
CUST1187,Email Campaign,Email,Awareness,02-05-2024,32468,3031,2298,477,108,37,13,1069.65,166.84,0.06,0.43,541.12,Premium,Desktop,North
CUST1188,Email Campaign,Google,Awareness,30-01-2024,33062,641,393,116,42,29,7,1064.29,1585.78,2.47,1.09,-32.89,New,Tablet,West
CUST1189,SEO,Email,Interest,03-05-2024,14045,1615,1334,229,56,25,12,5630.05,3520.15,2.18,0.74,59.94,Premium,Tablet,East
CUST1190,SEO,Facebook,Intent,17-10-2024,1163,45,38,5,2,1,0,0.0,3972.27,88.27,0.0,-100.0,New,Desktop,North
CUST1191,Referral Program,Google,Consideration,10-02-2024,35266,4786,4013,1506,866,378,173,69473.48,1549.19,0.32,3.61,4384.5,Premium,Mobile,South
CUST1192,SEO,Google,Conversion,13-02-2024,8494,328,284,37,17,9,2,117.46,2528.7,7.71,0.61,-95.35,Premium,Mobile,West
CUST1193,PPC Ads,Instagram,Awareness,05-09-2024,28521,1046,628,158,36,13,5,985.77,2163.48,2.07,0.48,-54.44,Premium,Mobile,East
CUST1194,Referral Program,Google,Interest,05-02-2024,30803,465,372,61,20,7,1,332.58,2111.56,4.54,0.22,-84.25,New,Desktop,East
CUST1195,Social Media,YouTube,Interest,29-09-2024,3804,289,197,22,9,6,1,173.84,1233.61,4.27,0.35,-85.91,Premium,Tablet,South
CUST1196,PPC Ads,Email,Interest,05-03-2024,47076,4193,3508,388,140,93,19,8726.97,768.22,0.18,0.45,1036.0,Premium,Tablet,North
CUST1197,Referral Program,Facebook,Conversion,06-03-2024,39853,765,605,92,49,32,12,4023.0,1063.77,1.39,1.57,278.18,Returning,Tablet,East
CUST1198,Referral Program,YouTube,Conversion,03-12-2024,18175,2155,1746,628,330,181,60,4941.48,371.13,0.17,2.78,1231.47,Returning,Tablet,South
CUST1199,Email Campaign,YouTube,Awareness,31-08-2024,44917,3299,2515,464,206,128,45,20657.36,1070.84,0.32,1.36,1829.08,Premium,Desktop,East
CUST1200,Referral Program,YouTube,Conversion,08-10-2024,24438,2038,1163,447,156,51,10,4809.95,145.08,0.07,0.49,3215.38,Returning,Tablet,North
CUST1201,PPC Ads,YouTube,Awareness,25-03-2024,24164,1732,1243,341,103,44,14,1189.59,3173.57,1.83,0.81,-62.52,Premium,Mobile,West
CUST1202,SEO,Facebook,Conversion,15-05-2024,2136,141,126,29,7,2,0,0.0,1650.24,11.7,0.0,-100.0,Returning,Desktop,North
CUST1203,PPC Ads,Instagram,Conversion,27-09-2024,20580,1818,1590,435,148,82,27,5035.88,4868.41,2.68,1.49,3.44,New,Desktop,North
CUST1204,Social Media,Google,Conversion,06-11-2024,28228,895,462,117,42,18,7,1587.44,1049.21,1.17,0.78,51.3,New,Mobile,North
CUST1205,Referral Program,YouTube,Awareness,04-08-2024,27236,966,546,178,83,29,7,915.9,1794.56,1.86,0.72,-48.96,Premium,Mobile,South
CUST1206,Referral Program,Google,Consideration,18-04-2024,29173,3811,2106,389,180,96,42,13025.56,1853.42,0.49,1.1,602.79,Premium,Tablet,East
CUST1207,Referral Program,Google,Awareness,03-10-2024,38005,5414,4279,881,200,125,47,22611.26,141.41,0.03,0.87,15889.86,New,Mobile,West
CUST1208,Referral Program,YouTube,Consideration,19-12-2024,47823,2977,2462,906,324,146,38,10502.54,4212.12,1.41,1.28,149.34,New,Desktop,South
CUST1209,Email Campaign,Instagram,Interest,12-04-2024,47145,2258,1321,507,138,48,13,1135.05,256.77,0.11,0.58,342.05,Returning,Desktop,North
CUST1210,Email Campaign,Google,Interest,08-06-2024,1354,135,94,34,8,3,1,329.0,4706.88,34.87,0.74,-93.01,Premium,Desktop,West
CUST1211,SEO,Email,Awareness,23-07-2024,25048,1683,1407,317,168,66,29,5889.91,4471.16,2.66,1.72,31.73,New,Tablet,North
CUST1212,Referral Program,Google,Consideration,09-12-2024,39123,530,420,140,30,12,3,1305.5,2724.06,5.14,0.57,-52.08,New,Tablet,North
CUST1213,Social Media,YouTube,Consideration,28-11-2024,7892,251,179,43,15,8,2,491.21,2763.62,11.01,0.8,-82.23,Premium,Mobile,North
CUST1214,SEO,Facebook,Consideration,10-07-2024,47217,5205,3831,954,254,137,63,8617.0,3303.51,0.63,1.21,160.84,Returning,Tablet,West
CUST1215,Referral Program,Google,Interest,12-08-2024,22056,2255,1586,255,140,80,32,4351.92,1996.55,0.89,1.42,117.97,Returning,Tablet,East
CUST1216,Email Campaign,Instagram,Awareness,21-09-2024,39059,538,333,92,38,16,5,1979.72,3271.39,6.08,0.93,-39.48,Returning,Desktop,North
CUST1217,Social Media,Email,Intent,19-08-2024,26809,1101,799,124,36,22,7,1186.6,319.37,0.29,0.64,271.54,Returning,Desktop,East
CUST1218,SEO,Email,Consideration,02-03-2024,22419,949,736,146,58,22,5,1976.28,364.83,0.38,0.53,441.7,New,Mobile,West
CUST1219,Social Media,Facebook,Consideration,06-05-2024,5431,565,479,170,83,40,15,2139.74,2340.43,4.14,2.65,-8.57,Premium,Desktop,West
CUST1220,Referral Program,Facebook,Intent,25-04-2024,33470,427,322,52,30,18,5,973.79,2793.15,6.54,1.17,-65.14,Premium,Tablet,North
CUST1221,PPC Ads,Google,Awareness,02-02-2024,44715,1098,883,107,30,11,5,1297.35,4450.31,4.05,0.46,-70.85,New,Mobile,East
CUST1222,Social Media,YouTube,Consideration,22-06-2024,13188,1608,906,109,60,20,6,2846.63,612.84,0.38,0.37,364.5,New,Mobile,East
CUST1223,Social Media,Instagram,Awareness,11-01-2024,25842,904,618,236,135,88,30,14078.37,4130.97,4.57,3.32,240.8,New,Desktop,North
CUST1224,Email Campaign,Email,Consideration,28-10-2024,37657,3817,1922,484,274,119,44,6296.06,1129.23,0.3,1.15,457.55,Premium,Desktop,South
CUST1225,Referral Program,Facebook,Conversion,10-10-2024,2827,122,73,16,7,4,1,211.2,2031.01,16.65,0.82,-89.6,Premium,Desktop,South
CUST1226,Social Media,Instagram,Consideration,27-04-2024,41272,987,780,267,120,37,16,1875.68,1651.35,1.67,1.62,13.58,Premium,Mobile,West
CUST1227,Referral Program,YouTube,Conversion,28-10-2024,41045,1807,1620,568,205,118,39,10900.24,2060.76,1.14,2.16,428.94,Returning,Desktop,West
CUST1228,Email Campaign,Email,Awareness,22-04-2024,697,77,41,8,4,1,0,0.0,837.43,10.88,0.0,-100.0,New,Tablet,South
CUST1229,Referral Program,Email,Consideration,04-01-2024,24009,3116,2058,634,261,84,31,14115.6,2567.49,0.82,0.99,449.78,New,Mobile,South
CUST1230,Email Campaign,YouTube,Interest,06-02-2024,35198,4443,3643,1207,568,308,107,50129.76,4028.05,0.91,2.41,1144.52,New,Desktop,South
CUST1231,Email Campaign,Email,Interest,28-12-2024,45042,2955,1718,509,189,74,19,4229.5,2263.52,0.77,0.64,86.85,Premium,Tablet,North
CUST1232,SEO,YouTube,Intent,19-11-2024,15587,1613,1164,169,83,37,12,3255.38,2504.01,1.55,0.74,30.01,New,Tablet,North
CUST1233,Referral Program,Email,Interest,31-01-2024,23171,896,710,257,136,45,12,5439.68,4258.96,4.75,1.34,27.72,New,Desktop,North
CUST1234,PPC Ads,Google,Conversion,27-04-2024,25684,1310,977,255,65,23,10,4130.19,3559.68,2.72,0.76,16.03,Returning,Tablet,North
CUST1235,SEO,YouTube,Interest,04-02-2024,28348,3840,2208,407,217,90,27,1394.42,2503.23,0.65,0.7,-44.3,Premium,Mobile,North
CUST1236,Email Campaign,Instagram,Interest,17-01-2024,42607,503,323,73,30,10,4,776.11,1362.71,2.71,0.8,-43.05,New,Mobile,North
CUST1237,PPC Ads,Google,Interest,18-06-2024,21166,465,378,42,22,14,5,1198.99,4436.14,9.54,1.08,-72.97,Premium,Tablet,West
CUST1238,Social Media,Instagram,Consideration,06-02-2024,44857,1754,1265,175,65,19,7,1073.61,2927.4,1.67,0.4,-63.33,Premium,Mobile,East
CUST1239,Social Media,Email,Intent,20-09-2024,16208,222,111,36,12,5,1,139.81,1183.62,5.33,0.45,-88.19,Premium,Desktop,West
CUST1240,SEO,Instagram,Awareness,01-05-2024,26870,951,764,76,43,15,3,201.01,1418.69,1.49,0.32,-85.83,Returning,Tablet,East
CUST1241,PPC Ads,Google,Intent,22-05-2024,3311,303,155,34,10,4,1,339.52,4035.35,13.32,0.33,-91.59,Premium,Mobile,West
CUST1242,Referral Program,YouTube,Conversion,08-12-2024,47511,3278,2616,671,360,241,55,9247.13,316.31,0.1,1.68,2823.44,Premium,Desktop,West
CUST1243,PPC Ads,Facebook,Consideration,05-09-2024,7046,951,552,64,25,9,3,220.67,4961.25,5.22,0.32,-95.55,Premium,Desktop,North
CUST1244,SEO,Instagram,Consideration,19-04-2024,35254,4387,3874,1518,615,422,140,21551.7,738.72,0.17,3.19,2817.44,New,Mobile,North
CUST1245,Referral Program,Facebook,Interest,03-10-2024,30706,1776,1149,192,62,23,9,3697.75,4000.74,2.25,0.51,-7.57,Returning,Tablet,East
CUST1246,Referral Program,Instagram,Interest,08-03-2024,41606,1927,1215,232,99,59,15,6497.55,2034.4,1.06,0.78,219.38,New,Desktop,East
CUST1247,Social Media,Instagram,Conversion,19-10-2024,11911,752,420,80,26,13,3,802.14,2511.86,3.34,0.4,-68.07,Returning,Desktop,North
CUST1248,PPC Ads,YouTube,Consideration,22-10-2024,3411,315,196,33,7,4,1,237.23,4415.19,14.02,0.32,-94.63,Returning,Desktop,West
CUST1249,Referral Program,Email,Awareness,30-08-2024,2234,106,90,9,2,1,0,0.0,2123.26,20.03,0.0,-100.0,Premium,Desktop,East
CUST1250,SEO,Google,Intent,04-05-2024,18727,1823,1638,522,105,53,21,2945.34,2733.72,1.5,1.15,7.74,Premium,Tablet,South
CUST1251,Social Media,Google,Consideration,30-08-2024,9180,617,399,155,91,34,11,1616.03,341.57,0.55,1.78,373.12,New,Mobile,South
CUST1252,Referral Program,Google,Awareness,27-07-2024,19860,1733,1177,196,114,41,14,2538.76,111.5,0.06,0.81,2176.91,Returning,Mobile,South
CUST1253,PPC Ads,Email,Awareness,07-04-2024,18843,1338,1055,315,112,74,16,2043.85,1299.52,0.97,1.2,57.28,Premium,Mobile,East
CUST1254,Social Media,Facebook,Intent,18-02-2024,6259,320,273,88,43,18,8,1765.72,3434.86,10.73,2.5,-48.59,Premium,Desktop,North
CUST1255,PPC Ads,Google,Awareness,19-02-2024,23578,3366,2481,879,297,133,53,24373.4,694.2,0.21,1.57,3411.01,Premium,Tablet,North
CUST1256,PPC Ads,Facebook,Conversion,03-12-2024,35653,4168,2736,620,290,175,49,16018.42,657.43,0.16,1.18,2336.52,Premium,Mobile,North
CUST1257,PPC Ads,Email,Awareness,08-08-2024,11611,343,228,43,22,9,3,706.13,2113.71,6.16,0.87,-66.59,New,Tablet,East
CUST1258,Social Media,Email,Conversion,30-06-2024,38004,5000,3891,768,444,302,70,32933.94,3274.4,0.65,1.4,905.8,New,Mobile,East
CUST1259,Referral Program,YouTube,Awareness,04-08-2024,2302,180,90,28,10,5,2,143.62,3589.15,19.94,1.11,-96.0,Premium,Desktop,South
CUST1260,Email Campaign,Google,Interest,29-07-2024,8655,1170,874,301,154,83,20,2892.49,974.41,0.83,1.71,196.85,Premium,Mobile,East
CUST1261,Referral Program,YouTube,Awareness,27-08-2024,8620,1051,674,104,31,20,7,2132.55,489.98,0.47,0.67,335.23,Premium,Desktop,South
CUST1262,Social Media,Google,Conversion,28-01-2024,39884,2773,2267,478,284,90,24,7847.97,4707.95,1.7,0.87,66.7,Premium,Desktop,South
CUST1263,Email Campaign,Email,Awareness,10-12-2024,47525,624,335,124,26,10,4,271.2,1377.27,2.21,0.64,-80.31,Premium,Mobile,North
CUST1264,Email Campaign,Email,Awareness,30-11-2024,47754,2273,1671,571,252,122,52,12031.11,4281.4,1.88,2.29,181.01,Returning,Tablet,East
CUST1265,Email Campaign,Instagram,Awareness,26-11-2024,22418,1924,1332,526,243,94,37,12658.41,4331.11,2.25,1.92,192.27,Returning,Desktop,North
CUST1266,SEO,Instagram,Conversion,20-02-2024,20945,2066,1563,509,241,144,55,20027.25,3885.36,1.88,2.66,415.45,Returning,Tablet,North
CUST1267,Social Media,Email,Awareness,01-02-2024,30806,1420,746,162,40,26,12,4045.96,927.28,0.65,0.85,336.33,Returning,Mobile,East
CUST1268,SEO,Email,Intent,25-07-2024,17146,505,369,102,58,27,6,1165.52,4126.83,8.17,1.19,-71.76,Premium,Desktop,East
CUST1269,Email Campaign,Facebook,Intent,22-06-2024,47343,6007,4352,1298,353,154,46,4235.87,3869.33,0.64,0.77,9.47,Returning,Tablet,West
CUST1270,SEO,Facebook,Conversion,25-02-2024,31565,4665,3378,417,187,128,35,8477.02,3023.94,0.65,0.75,180.33,Returning,Desktop,South
CUST1271,SEO,YouTube,Interest,07-05-2024,25699,2148,1592,419,121,57,28,3022.31,1752.29,0.82,1.3,72.48,New,Mobile,West
CUST1272,Social Media,Instagram,Intent,08-04-2024,42476,1445,1113,348,112,55,17,8099.32,1386.29,0.96,1.18,484.24,Returning,Desktop,South
CUST1273,PPC Ads,Instagram,Consideration,07-04-2024,16871,811,666,100,41,18,7,1846.79,697.26,0.86,0.86,164.86,Returning,Mobile,South
CUST1274,SEO,Email,Intent,01-10-2024,12335,155,94,31,11,7,2,385.53,2597.81,16.76,1.29,-85.16,Premium,Tablet,South
CUST1275,SEO,Email,Consideration,17-08-2024,46436,6408,5318,1463,386,203,53,20926.35,2967.78,0.46,0.83,605.12,Returning,Desktop,North
CUST1276,Email Campaign,YouTube,Conversion,12-03-2024,2549,67,46,17,4,2,0,0.0,1860.76,27.77,0.0,-100.0,Returning,Tablet,North
CUST1277,Email Campaign,Instagram,Interest,04-08-2024,32116,2913,1546,174,63,39,11,2084.67,2429.26,0.83,0.38,-14.18,Premium,Mobile,East
CUST1278,Email Campaign,Facebook,Consideration,03-04-2024,38691,1871,979,175,88,38,12,4984.63,1881.22,1.01,0.64,164.97,Returning,Mobile,South
CUST1279,Referral Program,Google,Consideration,22-05-2024,47857,4191,2655,744,416,196,52,22891.36,3240.93,0.77,1.24,606.32,Premium,Tablet,South
CUST1280,SEO,YouTube,Intent,24-08-2024,21432,2168,1764,333,77,49,10,3528.54,4516.17,2.08,0.46,-21.87,Returning,Tablet,South
CUST1281,Email Campaign,Google,Consideration,07-05-2024,30355,3829,2998,942,336,149,69,4908.25,903.21,0.24,1.8,443.42,New,Mobile,North
CUST1282,Social Media,Facebook,Conversion,08-02-2024,7658,297,242,79,18,11,5,1524.23,1968.9,6.63,1.68,-22.58,New,Tablet,East
CUST1283,Referral Program,Facebook,Conversion,14-08-2024,43516,502,354,46,9,6,1,393.48,790.26,1.57,0.2,-50.21,Returning,Mobile,North
CUST1284,PPC Ads,Google,Conversion,08-10-2024,7900,230,155,39,18,9,2,222.85,3162.22,13.75,0.87,-92.95,New,Tablet,West
CUST1285,SEO,YouTube,Intent,20-02-2024,43142,5867,3279,828,365,217,43,6574.78,3671.47,0.63,0.73,79.08,Premium,Mobile,West
CUST1286,SEO,Google,Interest,26-01-2024,15651,2071,1307,275,72,44,17,7601.09,4666.37,2.25,0.82,62.89,Returning,Mobile,West
CUST1287,Social Media,YouTube,Intent,29-11-2024,1654,154,103,39,11,7,3,177.16,1466.47,9.52,1.95,-87.92,Premium,Desktop,East
CUST1288,PPC Ads,YouTube,Conversion,03-10-2024,4999,470,251,87,18,8,1,388.73,4756.03,10.12,0.21,-91.83,New,Mobile,West
CUST1289,PPC Ads,Email,Intent,08-01-2024,6795,700,411,127,67,21,5,1315.99,409.99,0.59,0.71,220.98,Premium,Mobile,East
CUST1290,Referral Program,Instagram,Conversion,17-02-2024,12683,438,323,101,59,27,11,2761.52,3054.77,6.97,2.51,-9.6,New,Desktop,North
CUST1291,SEO,Instagram,Awareness,01-05-2024,29799,4112,3266,778,197,112,43,2287.32,379.95,0.09,1.05,502.01,New,Desktop,North
CUST1292,Email Campaign,Facebook,Awareness,26-03-2024,13374,917,824,310,90,43,9,3768.56,4479.49,4.88,0.98,-15.87,New,Tablet,East
CUST1293,Social Media,Email,Consideration,27-07-2024,33211,2113,1845,568,310,185,71,15046.41,2696.06,1.28,3.36,458.09,Premium,Tablet,North
CUST1294,Social Media,Instagram,Interest,05-09-2024,6039,499,377,120,68,30,8,2346.76,3379.81,6.77,1.6,-30.57,New,Mobile,North
CUST1295,Social Media,YouTube,Awareness,03-09-2024,42905,711,475,170,62,34,10,3547.85,4174.71,5.87,1.41,-15.02,Returning,Tablet,East
CUST1296,Social Media,YouTube,Conversion,19-04-2024,48854,1625,1226,223,49,18,7,2563.28,836.52,0.51,0.43,206.42,New,Tablet,West
CUST1297,Email Campaign,Google,Intent,24-07-2024,3057,346,281,96,20,11,4,1920.76,289.1,0.84,1.16,564.39,Returning,Mobile,East
CUST1298,Email Campaign,Google,Intent,31-01-2024,38860,839,459,72,30,15,4,1156.41,4406.52,5.25,0.48,-73.76,Returning,Desktop,South
CUST1299,Referral Program,YouTube,Consideration,25-03-2024,16982,1603,1064,216,77,29,14,3218.23,1643.17,1.03,0.87,95.85,Returning,Desktop,North
CUST1300,SEO,YouTube,Intent,13-07-2024,2700,119,99,19,4,1,0,0.0,732.0,6.15,0.0,-100.0,Returning,Mobile,East
CUST1301,Email Campaign,Google,Awareness,02-01-2024,47440,3059,1999,786,340,203,87,29488.62,2395.46,0.78,2.84,1131.02,Premium,Mobile,North
CUST1302,Referral Program,Instagram,Intent,18-07-2024,3461,174,126,44,8,3,1,184.17,3031.7,17.42,0.57,-93.93,Returning,Mobile,West
CUST1303,PPC Ads,Facebook,Awareness,15-05-2024,47475,2838,2086,647,333,128,60,6414.53,251.76,0.09,2.11,2447.87,New,Mobile,North
CUST1304,SEO,Google,Awareness,20-08-2024,21857,2418,1387,441,142,97,45,19311.73,1446.99,0.6,1.86,1234.61,Returning,Mobile,East
CUST1305,Email Campaign,Instagram,Interest,26-05-2024,12469,643,414,111,23,13,2,425.96,260.72,0.41,0.31,63.38,New,Mobile,West
CUST1306,PPC Ads,Instagram,Consideration,04-08-2024,3369,300,190,72,31,21,10,3472.11,2159.64,7.2,3.33,60.77,Premium,Tablet,West
CUST1307,Referral Program,Instagram,Conversion,22-12-2024,47260,3622,1848,459,164,77,34,8903.49,4485.99,1.24,0.94,98.47,Returning,Tablet,West
CUST1308,Email Campaign,Email,Awareness,11-10-2024,29143,2999,1528,327,192,94,41,5720.25,4915.0,1.64,1.37,16.38,New,Tablet,South
CUST1309,Email Campaign,Email,Consideration,04-12-2024,25236,3562,2966,441,184,121,31,9943.53,3221.53,0.9,0.87,208.66,Premium,Desktop,East
CUST1310,PPC Ads,Instagram,Conversion,06-09-2024,38967,4386,2672,897,278,141,62,4793.06,892.02,0.2,1.41,437.33,Premium,Mobile,East
CUST1311,Email Campaign,YouTube,Intent,20-03-2024,23828,955,675,216,104,60,27,6372.11,4538.66,4.75,2.83,40.4,New,Mobile,West
CUST1312,Social Media,Email,Consideration,07-04-2024,26376,378,234,50,15,6,1,295.98,2629.61,6.96,0.26,-88.74,Returning,Tablet,North
CUST1313,Email Campaign,Google,Consideration,31-05-2024,21795,1018,892,95,53,25,12,2954.65,853.37,0.84,1.18,246.23,Premium,Desktop,West
CUST1314,SEO,Email,Consideration,21-04-2024,4487,418,252,88,30,10,2,773.8,4616.46,11.04,0.48,-83.24,New,Tablet,South
CUST1315,PPC Ads,YouTube,Intent,30-01-2024,22899,393,264,27,11,4,0,0.0,3811.6,9.7,0.0,-100.0,Returning,Mobile,West
CUST1316,SEO,Facebook,Intent,23-10-2024,46714,3713,3152,980,215,64,23,9132.37,3685.36,0.99,0.62,147.8,Premium,Mobile,East
CUST1317,Referral Program,Email,Consideration,04-10-2024,34486,3226,2699,1055,390,123,45,3035.96,3574.99,1.11,1.39,-15.08,New,Tablet,West
CUST1318,SEO,Instagram,Interest,01-02-2024,21380,1214,697,161,85,58,22,3021.87,1081.67,0.89,1.81,179.37,Premium,Tablet,North
CUST1319,Social Media,Instagram,Awareness,09-06-2024,5235,617,506,86,44,17,3,874.42,1133.93,1.84,0.49,-22.89,Premium,Mobile,East
CUST1320,Social Media,Instagram,Intent,30-01-2024,44564,1110,758,236,68,38,18,8472.06,3472.64,3.13,1.62,143.97,New,Tablet,North
CUST1321,SEO,Facebook,Interest,26-01-2024,5055,103,71,24,6,3,0,0.0,1176.64,11.42,0.0,-100.0,Premium,Mobile,West
CUST1322,Referral Program,YouTube,Intent,26-10-2024,42414,4748,2627,693,365,189,45,19311.32,2249.49,0.47,0.95,758.48,New,Tablet,East
CUST1323,Email Campaign,Google,Consideration,01-09-2024,41318,3279,1745,680,389,140,28,5220.42,3931.81,1.2,0.85,32.77,Returning,Desktop,South
CUST1324,Social Media,YouTube,Interest,14-09-2024,46025,4895,3872,447,106,62,22,5351.53,3941.37,0.81,0.45,35.78,New,Mobile,East
CUST1325,SEO,Facebook,Conversion,28-09-2024,20330,1440,1005,252,95,51,24,6283.62,2320.98,1.61,1.67,170.73,Returning,Desktop,North
CUST1326,SEO,Instagram,Awareness,21-03-2024,17929,797,537,169,56,33,13,1570.62,3981.73,5.0,1.63,-60.55,Premium,Tablet,East
CUST1327,SEO,YouTube,Awareness,30-01-2024,7393,921,729,261,143,86,38,2431.27,4209.25,4.57,4.13,-42.24,New,Desktop,South
CUST1328,Email Campaign,Google,Intent,17-09-2024,14873,1813,1461,224,52,35,7,3332.74,3308.4,1.82,0.39,0.74,New,Tablet,South
CUST1329,PPC Ads,Instagram,Awareness,11-02-2024,47833,5130,2891,982,279,147,53,8391.0,1219.29,0.24,1.03,588.19,New,Desktop,South
CUST1330,Referral Program,Google,Conversion,05-04-2024,3936,189,140,37,18,7,2,315.95,1442.66,7.63,1.06,-78.1,New,Desktop,South
CUST1331,PPC Ads,Email,Interest,05-02-2024,9254,857,474,103,22,12,4,350.08,1642.72,1.92,0.47,-78.69,Returning,Desktop,North
CUST1332,Referral Program,Google,Interest,31-10-2024,11177,676,541,75,29,9,1,467.83,672.34,0.99,0.15,-30.42,Returning,Mobile,East
CUST1333,Referral Program,Instagram,Consideration,04-02-2024,6395,145,110,39,14,9,3,932.65,1438.48,9.92,2.07,-35.16,Premium,Desktop,West
CUST1334,SEO,Email,Interest,11-12-2024,20238,2801,2472,363,121,42,14,4902.33,1126.64,0.4,0.5,335.13,Premium,Tablet,South
CUST1335,Social Media,Instagram,Intent,30-04-2024,31246,910,480,92,32,13,5,2301.05,2331.11,2.56,0.55,-1.29,Premium,Tablet,West
CUST1336,SEO,Instagram,Conversion,25-07-2024,49877,7134,3729,697,287,179,61,12537.27,4551.34,0.64,0.86,175.46,Premium,Mobile,West
CUST1337,Email Campaign,Email,Consideration,02-03-2024,48904,3542,2170,784,207,111,27,8901.31,611.95,0.17,0.76,1354.58,New,Mobile,East
CUST1338,Referral Program,Google,Intent,18-10-2024,32852,1179,712,214,91,41,16,1079.36,3629.31,3.08,1.36,-70.26,Returning,Tablet,West
CUST1339,Social Media,Facebook,Intent,06-05-2024,40290,3459,2071,702,366,179,45,6032.14,3467.69,1.0,1.3,73.95,Returning,Desktop,West
CUST1340,Referral Program,Facebook,Intent,23-10-2024,42419,5608,4836,846,426,273,126,53431.64,569.2,0.1,2.25,9287.15,Returning,Tablet,North
CUST1341,Referral Program,Facebook,Awareness,31-10-2024,6100,686,411,118,30,13,4,1580.18,4620.6,6.74,0.58,-65.8,Returning,Mobile,West
CUST1342,SEO,Facebook,Intent,21-01-2024,29624,3641,2216,601,156,101,24,4986.94,2885.51,0.79,0.66,72.83,Premium,Mobile,East
CUST1343,Social Media,YouTube,Awareness,13-11-2024,28143,2877,2312,808,248,83,40,8782.59,1882.26,0.65,1.39,366.6,New,Tablet,West
CUST1344,Social Media,Facebook,Interest,11-02-2024,41264,4411,2999,1115,384,234,83,24078.26,3807.04,0.86,1.88,532.47,Returning,Desktop,East
CUST1345,Referral Program,Email,Awareness,02-08-2024,9507,1225,993,102,37,23,5,250.54,1361.09,1.11,0.41,-81.59,New,Desktop,South
CUST1346,Social Media,Facebook,Intent,02-12-2024,46214,2077,1092,330,155,57,22,3488.32,3498.2,1.68,1.06,-0.28,New,Mobile,West
CUST1347,Social Media,Instagram,Conversion,25-10-2024,37910,2976,2068,238,52,24,6,862.23,294.58,0.1,0.2,192.7,New,Tablet,West
CUST1348,SEO,Facebook,Conversion,16-10-2024,44580,1826,937,247,52,19,8,1301.74,4213.1,2.31,0.44,-69.1,New,Tablet,West
CUST1349,PPC Ads,Google,Interest,24-09-2024,40947,6071,3187,593,211,122,54,22283.51,2296.04,0.38,0.89,870.52,Returning,Mobile,South
CUST1350,Email Campaign,Email,Intent,10-06-2024,8708,1238,1067,204,97,49,24,4220.48,3219.8,2.6,1.94,31.08,Returning,Tablet,North
CUST1351,PPC Ads,Email,Awareness,13-05-2024,19089,296,164,33,9,4,1,136.18,1184.07,4.0,0.34,-88.5,Returning,Mobile,West
CUST1352,Social Media,YouTube,Conversion,14-04-2024,43984,4784,3410,976,445,168,56,15507.44,3417.66,0.71,1.17,353.74,Premium,Desktop,East
CUST1353,Referral Program,Instagram,Consideration,08-12-2024,17953,2505,1664,333,101,38,16,7032.64,3883.98,1.55,0.64,81.07,Returning,Desktop,North
CUST1354,Email Campaign,Email,Intent,09-06-2024,36712,1295,827,264,146,46,11,1744.68,2418.74,1.87,0.85,-27.87,Premium,Tablet,North
CUST1355,Email Campaign,Google,Intent,02-05-2024,44025,3940,3388,749,418,179,65,5547.19,3126.86,0.79,1.65,77.4,Premium,Desktop,North
CUST1356,Referral Program,Facebook,Consideration,15-05-2024,47702,6590,3352,403,128,67,24,5049.17,2336.0,0.35,0.36,116.15,Premium,Desktop,West
CUST1357,Email Campaign,Email,Conversion,21-07-2024,33135,488,373,125,36,23,5,1932.22,4481.05,9.18,1.02,-56.88,Returning,Mobile,South
CUST1358,Referral Program,Google,Consideration,08-03-2024,34328,3695,3271,607,221,125,40,11912.43,2539.56,0.69,1.08,369.07,Returning,Mobile,South
CUST1359,Email Campaign,Facebook,Interest,09-12-2024,19211,991,717,164,48,22,10,4175.57,4224.86,4.26,1.01,-1.17,Returning,Tablet,West
CUST1360,PPC Ads,YouTube,Awareness,26-11-2024,3920,546,477,145,67,45,20,9636.33,4026.63,7.37,3.66,139.32,Premium,Mobile,East
CUST1361,Email Campaign,Email,Awareness,02-06-2024,31716,4628,2410,481,255,149,34,13827.74,2111.47,0.46,0.73,554.89,Premium,Tablet,East
CUST1362,SEO,Email,Conversion,22-08-2024,801,113,75,8,3,2,0,0.0,1227.41,10.86,0.0,-100.0,New,Tablet,East
